
VASEmethod[EllipsometerType=5, Isotropic+Depolarization, AutoRetarder=1, TrackPol=1, Pol<0, Revs=10, MaxRevs=100, I_Threshold=0.40, I_MinUsable=0.005, AutoSlit=1700, WVASE=3.810, HardVer=6.256, Tue Dec 01 11:07:07 2015]
Original[corning 1737 1.dat]
nm
206.000000	50.000000	12.673761	177.12575	0.550642	4.835
208.000000	50.000000	12.463713	180.76318	0.381908	3.44633
210.000000	50.000000	12.622858	178.42581	0.268279	2.5509
212.000000	50.000000	12.69107	177.02846	0.253486	2.33582
214.000000	50.000000	12.617188	177.14409	0.263997	2.15982
216.000000	50.000000	12.4005	176.69492	0.230452	1.93897
218.000000	50.000000	12.323251	179.16217	0.246259	2.07926
220.000000	50.000000	12.077147	179.70844	0.231454	1.98785
222.000000	50.000000	12.08505	179.08966	0.140066	1.24185
224.000000	50.000000	12.052946	178.56796	0.0959572	0.840333
226.000000	50.000000	11.941351	179.01642	0.132498	1.18919
228.000000	50.000000	11.908669	177.72296	0.121095	1.08856
230.000000	50.000000	11.801873	178.76585	0.0929933	0.851145
232.000000	50.000000	11.818896	178.43953	0.0895631	0.825558
234.000000	50.000000	11.781737	178.64676	0.0458934	0.427446
236.000000	50.000000	11.735369	178.93263	0.0749443	0.710313
238.000000	50.000000	11.668563	179.299	0.0649807	0.624681
240.000000	50.000000	11.612187	179.19136	0.0822101	0.796271
242.000000	50.000000	11.597111	178.63753	0.0790188	0.777285
244.000000	50.000000	11.568943	178.82545	0.0574623	0.569655
246.000000	50.000000	11.471168	178.48758	0.0407389	0.411155
248.000000	50.000000	11.512592	178.7014	0.065586	0.581626
250.000000	50.000000	11.402822	179.08539	0.0559677	0.500514
252.000000	50.000000	11.39702	179.27594	0.0572125	0.520448
254.000000	50.000000	11.337967	179.16634	0.0403182	0.369003
256.000000	50.000000	11.327046	179.07599	0.0323962	0.300721
258.000000	50.000000	11.279957	179.16042	0.0462753	0.431219
260.000000	50.000000	11.258063	179.16479	0.0286134	0.268516
262.000000	50.000000	11.240014	179.16722	0.0257776	0.245142
264.000000	50.000000	11.248688	178.84135	0.0383787	0.365735
266.000000	50.000000	11.168065	179.22516	0.0254128	0.246364
268.000000	50.000000	11.191939	179.06929	0.0308863	0.301307
270.000000	50.000000	11.126498	179.14484	0.0311538	0.306838
272.000000	50.000000	11.129548	179.00645	0.0181508	0.180072
274.000000	50.000000	11.105396	179.11813	0.0163428	0.16349
276.000000	50.000000	11.080225	179.08022	0.0347123	0.350159
278.000000	50.000000	11.05036	179.06372	0.0212689	0.216657
280.000000	50.000000	11.03893	179.02191	0.0220678	0.234004
282.000000	50.000000	11.017756	179.0686	0.0165246	0.150966
284.000000	50.000000	10.987357	178.97951	0.0160698	0.148715
286.000000	50.000000	10.982653	178.91512	0.0235208	0.226756
288.000000	50.000000	10.984365	178.97011	0.0168421	0.164053
290.000000	50.000000	10.96391	179.05852	0.0103992	0.0979964
